0,1 111 186 105 83 122 228 239 16 50268 80 506 1056 39265 1559430 7
0,1 111 186 105 83 112 65 149 240 50326 80 331 656 23894 931094 7
0,1 111 186 105 83 112 65 149 240 50327 80 299 599 23798 861159 7
0,1 111 186 105 83 122 228 239 16 50241 80 274 531 26182 750158 7
0,1 111 186 105 83 112 65 149 240 50328 80 283 516 20474 733682 7
0,1 111 186 105 83 122 228 239 16 50240 80 205 387 26792 536481 7
0,1 111 186 105 83 103 22 252 15 50375 80 294 419 24253 464504 7
0,1 111 186 105 83 112 65 149 240 50325 80 173 328 16898 459870 7
0,1 111 186 105 83 103 22 252 15 50373 80 271 399 23314 419073 7
0,1 111 186 105 83 112 65 149 240 50329 80 150 283 15484 389881 7
0,1 111 186 105 83 103 22 252 15 50376 80 219 352 17646 387646 7
0,1 111 186 105 83 222 73 144 178 50382 80 134 257 18213 363513 7
0,1 111 186 105 83 103 22 252 15 50371 80 209 314 21712 341366 7
0,1 111 186 105 83 103 22 252 15 50372 80 216 327 18709 341710 7
0,1 111 186 105 83 222 73 144 178 50380 80 126 236 15043 338907 7
0,1 111 186 105 83 58 213 192 163 50220 80 118 223 8299 324353 7
0,1 111 186 105 83 103 22 252 15 50374 80 183 276 16071 299895 7
0,1 111 186 105 83 112 65 149 240 50324 80 111 213 10999 296623 7
0,1 111 186 105 83 222 73 144 178 50379 80 109 196 16240 274011 7
0,1 111 186 105 83 222 73 144 178 50377 80 106 192 17636 265235 7
0,1 111 186 105 83 58 213 192 163 50218 80 92 171 7084 248590 7
0,1 111 186 105 83 122 228 239 16 50256 80 85 167 5020 246913 7
0,1 111 186 105 83 58 51 100 224 50355 80 88 161 6751 235990 7
0,1 111 186 105 83 222 73 144 178 50381 80 88 160 13488 221242 7
0,1 111 186 105 83 58 51 100 224 50354 80 79 141 8228 201159 7
0,1 111 186 105 83 222 73 144 178 50378 80 73 133 9378 186927 7
0,1 111 186 105 83 58 51 100 224 50341 80 70 127 6170 183524 7
0,1 111 186 105 83 58 51 100 224 50362 80 53 115 8543 165941 7
0,1 111 186 105 83 118 228 48 14 50336 80 75 117 12300 145808 7
0,1 111 186 105 83 122 228 239 16 50284 80 55 98 6274 136341 7
0,1 111 186 105 83 58 51 100 224 50344 80 64 92 9295 124299 7
0,1 111 186 105 83 58 51 100 224 50343 80 58 79 8950 104159 7
0,1 111 186 105 83 58 51 100 224 50342 80 52 71 9458 84421 7
0,1 111 186 105 83 58 213 192 163 50217 80 34 65 4479 87588 7
0,1 111 186 105 83 118 228 159 145 50207 80 51 116 7774 80692 7
0,1 111 186 105 83 118 228 48 14 50334 80 43 67 7761 79423 7
0,1 111 186 105 83 118 228 159 145 50210 80 48 101 7444 76989 7
0,1 111 186 105 83 58 51 100 224 50346 80 49 55 7344 70469 7
0,1 111 186 105 83 58 51 100 224 50340 80 47 54 8245 67519 7
0,1 111 186 105 83 58 51 100 224 50345 80 48 54 8375 65346 7
0,1 111 186 105 83 118 228 159 145 50208 80 41 90 6652 60547 7
0,1 111 186 105 83 122 228 239 16 50267 80 33 50 6674 60214 7
0,1 111 186 105 83 118 228 48 14 50335 80 36 49 5952 59735 7
0,1 111 186 105 83 118 228 48 14 50338 80 38 51 8953 55063 7
0,1 111 186 105 83 118 228 159 146 50216 80 29 60 1969 60703 7
0,1 111 186 105 83 118 228 159 146 50213 80 25 57 1753 60716 7
0,1 111 186 105 83 118 228 159 146 50214 80 23 55 1645 58297 7
0,1 111 186 105 83 118 228 159 145 50212 80 35 79 6070 53481 7
0,1 111 186 105 83 58 51 100 224 50350 80 33 42 3877 55637 7
0,1 111 186 105 83 58 51 100 224 50358 80 30 41 2831 56206 7
0,1 111 186 105 83 58 51 100 224 50353 80 30 40 3301 51811 7
0,1 111 186 105 83 58 51 100 224 50363 80 25 37 8012 46010 7
0,1 111 186 105 83 118 228 159 145 50211 80 33 72 5884 47096 7
0,1 111 186 105 83 122 228 239 16 50290 80 26 38 4803 47362 7
0,1 111 186 105 83 118 228 48 14 50339 80 29 46 5996 44994 7
0,1 111 186 105 83 58 51 100 224 50366 80 22 32 7369 40697 7
0,1 111 186 105 83 58 51 100 224 50360 80 23 31 8687 38291 7
0,1 111 186 105 83 118 228 159 145 50209 80 28 59 5651 38717 7
0,1 111 186 105 83 118 228 159 146 50215 80 17 41 1321 41031 7
0,1 111 186 105 83 122 228 239 16 50262 80 15 29 1288 38149 7
0,1 111 186 105 83 58 51 100 224 50352 80 25 28 2621 35662 7
0,1 111 186 105 83 58 51 100 224 50356 80 22 27 1988 35877 7
0,1 111 186 105 83 118 228 48 14 50337 80 24 33 5255 32579 7
0,1 111 186 105 83 122 228 239 16 50244 80 14 29 1205 35520 7
0,1 111 186 105 83 122 228 239 16 50271 80 14 27 1376 34832 7
0,1 111 186 105 83 58 51 100 224 50361 80 19 24 6381 29072 7
0,2 111 186 103 88 239 255 255 250 49583 1900 185 0 31066 0 12
0,1 111 186 105 83 58 51 100 224 50349 80 23 23 2936 27830 7
0,1 111 186 105 83 58 213 192 163 50221 80 16 24 2070 27842 7
0,1 111 186 105 83 58 213 192 163 50219 80 15 23 2102 25883 7
0,1 111 186 105 83 122 228 239 16 50225 80 13 22 1212 25760 7
0,1 111 186 105 83 58 213 192 163 50222 80 15 21 1600 24073 7
0,1 111 186 105 83 122 228 239 16 50264 80 11 20 1092 22024 7
0,1 111 186 105 83 222 28 152 145 50385 80 14 16 1252 19248 7
0,1 111 186 105 83 118 228 48 80 50351 80 20 14 6447 13980 7
0,1 111 186 105 83 119 75 216 20 50154 443 14 19 16117 4108 91
0,1 111 186 105 83 119 75 213 61 50205 443 14 14 10241 9932 91
0,1 111 186 105 83 58 51 100 224 50357 80 16 14 1276 17767 7
0,1 111 186 105 83 58 51 100 224 50348 80 19 14 2599 14434 7
0,1 111 186 105 83 58 51 100 224 50367 80 9 12 3422 13190 7
0,1 111 186 105 83 119 75 213 61 50206 443 14 20 10985 5506 91
0,1 111 186 105 83 202 108 88 41 50265 80 7 7 11360 782 7
0,1 111 186 105 83 1 202 200 89 50387 80 15 16 1401 9712 7
0,1 111 186 105 83 122 228 239 16 50311 80 7 11 1052 9781 7
0,1 111 186 105 83 122 228 239 16 50273 80 7 11 1000 9779 7
0,1 111 186 105 83 122 228 239 16 50288 80 6 11 998 9781 7
0,1 111 186 105 83 122 228 239 16 50251 80 7 10 826 8371 7
0,1 111 186 105 83 122 228 239 16 50254 80 6 10 763 7768 7
0,1 111 186 105 83 58 51 100 224 50368 80 5 7 864 7566 7
0,1 111 186 105 83 222 73 144 178 50383 8080 6 8 703 7090 7
0,1 111 186 105 83 122 228 239 16 50281 80 6 8 1442 5981 7
0,1 111 186 105 83 112 65 149 227 50331 443 7 9 1654 5710 91
0,1 111 186 105 83 124 74 251 167 50332 443 7 9 1654 5710 91
0,2 111 186 105 102 239 255 255 250 3412 1900 33 0 7128 0 12
0,1 111 186 105 83 122 228 239 16 50246 80 6 9 777 6336 7
0,1 111 186 105 83 122 228 239 16 50242 80 6 9 748 6155 7
0,1 111 186 105 83 122 228 239 16 50280 80 6 8 1442 5247 7
0,1 111 186 105 83 122 228 239 16 50276 80 6 8 1398 5283 7
0,1 111 186 105 83 122 228 239 16 50279 80 6 8 1398 5271 7
0,1 111 186 105 83 122 228 239 16 50315 80 6 8 1334 5289 7
0,1 111 186 105 83 122 228 239 16 50277 80 5 8 1344 5254 7
0,1 111 186 105 83 122 228 239 16 50278 80 5 8 1317 5276 7
0,1 111 186 105 83 118 228 48 80 50347 80 7 6 1209 5327 7
0,1 111 186 105 83 122 228 239 16 50235 80 5 8 702 5271 7
0,1 111 186 105 83 122 228 239 16 50283 80 6 7 1365 4448 7
0,1 111 186 105 83 118 228 48 96 50364 80 5 4 5111 662 7
0,1 111 186 105 83 122 228 239 16 50309 80 5 7 1307 4176 7
0,1 111 186 105 83 121 43 68 40 50390 80 4 5 604 4622 7
0,1 111 186 105 83 122 228 239 16 50237 80 6 7 764 4284 7
0,1 111 186 105 83 122 228 239 16 50224 80 5 7 813 4168 7
0,2 111 186 105 83 203 208 40 151 59402 443 6 6 2259 2635 188
0,1 111 186 105 83 1 202 200 89 50386 80 7 7 1316 3512 7
0,2 111 186 123 183 239 255 255 250 60117 1900 14 0 4480 0 12
0,2 111 186 105 208 224 0 0 251 5353 5353 8 0 4407 0 8
0,2 111 186 105 36 224 0 0 251 5353 5353 7 0 4247 0 8
0,1 111 186 105 83 122 228 239 16 50249 80 5 7 718 3500 7
0,1 111 186 105 83 122 228 239 16 50257 80 5 7 711 3455 7
0,2 10 0 3 240 239 255 255 250 42700 1900 12 0 3946 0 12
0,2 10 0 3 240 239 255 255 250 43896 1900 12 0 3946 0 12
0,2 10 0 3 240 239 255 255 250 46994 1900 12 0 3946 0 12
0,2 10 0 3 240 239 255 255 250 54089 1900 12 0 3946 0 12
0,1 111 186 105 83 122 228 239 16 50248 80 5 6 706 3145 7
0,1 111 186 105 83 112 65 149 149 50330 80 5 5 628 2972 7
0,1 111 186 105 83 122 228 239 16 50272 80 5 6 884 2712 7
0,1 111 186 105 83 122 228 239 16 50245 80 6 6 772 2802 7
0,1 111 186 105 83 122 228 239 16 50239 80 5 6 728 2727 7
0,1 111 186 105 83 122 228 239 16 50296 80 5 6 829 2619 7
0,1 111 186 105 83 122 228 239 16 50286 80 5 6 827 2604 7
0,1 111 186 105 83 122 228 239 16 50292 80 5 6 829 2562 7
0,2 111 186 123 27 224 0 0 251 5353 5353 6 0 3361 0 8
0,1 111 186 105 83 122 228 239 16 50263 80 5 6 746 2609 7
0,1 111 186 105 83 111 235 171 11 50389 80 5 5 632 2629 7
0,1 111 186 105 83 122 228 239 16 50289 80 5 6 825 2431 7
0,1 111 186 105 83 122 228 239 16 50231 80 5 6 730 2489 7
0,1 111 186 105 83 122 228 239 16 50300 80 5 6 831 2346 7
0,1 111 186 105 83 122 228 239 16 50282 80 5 6 835 2330 7
0,1 111 186 105 83 122 228 239 16 50261 80 5 6 712 2430 7
0,1 111 186 105 83 122 228 239 16 50312 80 5 6 829 2268 7
0,1 111 186 105 83 122 228 239 16 50269 80 5 6 814 2216 7
0,1 111 186 105 83 122 228 239 16 50287 80 5 6 811 2203 7
0,1 111 186 105 83 122 228 239 16 50314 80 5 6 829 2101 7
0,1 111 186 105 83 122 228 239 16 50310 80 5 6 829 2097 7
0,1 111 186 105 83 122 228 239 16 50307 80 5 6 830 2083 7
0,1 111 186 105 83 122 228 239 16 50285 80 5 6 808 2059 7
0,1 111 186 105 83 122 228 239 16 50313 80 5 6 829 2038 7
0,1 111 186 105 83 122 228 239 16 50243 80 5 6 733 2109 7
0,1 111 186 105 83 122 228 239 16 50223 80 5 6 645 2154 7
0,1 111 186 105 83 122 228 239 16 50232 80 5 6 734 2048 7
0,1 111 186 105 83 122 228 239 16 50247 80 5 6 720 2026 7
0,1 111 186 105 83 122 228 239 16 50266 80 5 6 759 1978 7
0,1 111 186 105 83 122 228 239 16 50318 80 5 6 858 1872 7
0,1 111 186 105 83 122 228 239 16 50259 80 5 6 701 2017 7
0,1 111 186 105 83 122 228 239 16 50302 80 5 6 836 1844 7
