protocol	srcIP	destIP	srcPort	destPort	srcPkts	destPkts	srcBytes	destBytes	proto
2	111.186.105.83	202.120.127.220	58094	53	1	1	81	139	5
2	111.186.105.83	202.120.127.219	62670	53	1	1	73	147	5
2	111.186.105.83	202.120.127.220	62670	53	1	1	73	147	5
2	111.186.105.83	202.120.127.219	63604	53	1	1	78	142	5
2	111.186.105.83	202.120.127.219	51538	53	1	1	76	142	5
2	111.186.105.83	202.120.127.220	51538	53	1	1	76	142	5
2	111.186.105.83	202.120.127.220	52762	53	1	1	77	141	5
2	111.186.105.83	202.120.127.220	59401	53	1	1	80	138	5
2	111.186.105.83	202.120.127.219	64108	53	1	1	81	137	5
2	111.186.105.83	202.120.127.219	59397	53	1	1	80	136	5
2	111.186.105.83	202.120.127.220	59397	53	1	1	80	136	5
2	111.186.105.83	202.120.127.220	61662	53	1	1	74	142	5
2	111.186.103.10	239.255.255.250	52517	1900	1	0	215	0	12
2	111.186.105.83	202.120.127.219	54913	53	1	1	82	133	5
2	111.186.105.83	202.120.127.220	54913	53	1	1	82	133	5
2	111.186.105.83	202.120.127.219	63102	53	1	1	74	140	5
2	111.186.105.83	202.120.127.220	63102	53	1	1	74	140	5
2	111.186.105.83	202.120.127.219	56177	53	1	1	74	139	5
2	111.186.105.83	202.120.127.220	56177	53	1	1	74	139	5
2	111.186.105.83	202.120.127.219	59392	53	1	1	74	138	5
2	111.186.105.83	202.120.127.220	59392	53	1	1	74	138	5
2	111.186.105.83	202.120.127.220	58341	53	1	1	80	131	5
2	111.186.105.83	202.120.127.219	51471	53	1	1	73	137	5
2	111.186.105.83	202.120.127.220	64224	53	1	1	75	135	5
2	111.186.105.83	202.120.127.220	54898	53	1	1	79	130	5
2	111.186.105.83	202.120.127.219	62211	53	1	1	79	130	5
2	111.186.105.83	202.120.127.220	62211	53	1	1	79	130	5
2	111.186.105.83	202.120.127.220	49480	53	1	1	74	134	5
2	111.186.105.83	202.120.127.220	52101	53	1	1	74	134	5
2	111.186.105.83	202.120.127.219	59146	53	1	1	76	132	5
2	111.186.105.83	202.120.127.220	63509	53	1	1	70	138	5
2	111.186.105.83	202.120.127.220	63849	53	1	1	74	134	5
2	111.186.105.83	202.120.127.219	50348	53	1	1	79	128	5
2	111.186.105.83	202.120.127.220	50348	53	1	1	79	128	5
2	111.186.105.83	202.120.127.219	53579	53	1	1	76	130	5
2	111.186.105.83	202.120.127.220	53579	53	1	1	76	130	5
2	111.186.105.83	202.120.127.220	59166	53	1	1	73	133	5
2	111.186.105.83	202.120.127.219	56813	53	1	1	78	127	5
2	111.186.105.83	202.120.127.220	56813	53	1	1	78	127	5
2	111.186.105.83	202.120.127.219	56947	53	1	1	78	127	5
2	111.186.105.83	202.120.127.219	63087	53	1	1	71	134	5
2	111.186.105.83	202.120.127.220	63087	53	1	1	71	134	5
2	111.186.105.83	202.120.127.219	54153	53	1	1	80	124	5
2	111.186.105.83	202.120.127.220	56687	53	1	1	72	132	5
2	111.186.105.83	202.120.127.219	60217	53	1	1	80	124	5
2	111.186.105.83	202.120.127.219	54627	53	1	1	77	126	5
2	111.186.105.83	202.120.127.220	54627	53	1	1	77	126	5
2	111.186.105.83	202.120.127.219	55649	53	1	1	75	128	5
2	111.186.105.83	202.120.127.220	55649	53	1	1	75	128	5
2	111.186.105.83	202.120.127.219	58195	53	1	1	77	126	5
2	111.186.105.83	202.120.127.220	58195	53	1	1	77	126	5
2	111.186.105.83	202.120.127.219	52013	53	1	1	76	126	5
2	111.186.105.83	202.120.127.219	57094	53	1	1	74	128	5
2	111.186.105.83	202.120.127.220	57094	53	1	1	74	128	5
2	111.186.105.83	202.120.127.219	57407	53	1	1	73	129	5
2	111.186.105.83	202.120.127.220	57407	53	1	1	73	129	5
2	111.186.105.83	202.120.127.219	62479	53	1	1	74	128	5
2	111.186.105.83	202.120.127.220	62479	53	1	1	74	128	5
2	111.186.105.83	202.120.127.219	65117	53	1	1	79	123	5
2	111.186.105.83	202.120.127.219	65207	53	1	1	79	123	5
2	111.186.105.83	202.120.127.219	55088	53	1	1	76	125	5
2	111.186.105.83	202.120.127.220	57318	53	1	1	79	122	5
2	111.186.105.83	202.120.127.219	60269	53	1	1	73	128	5
2	111.186.105.83	202.120.127.219	61562	53	1	1	76	125	5
2	111.186.105.83	202.120.127.220	61562	53	1	1	76	125	5
2	111.186.105.83	202.120.127.220	61813	53	1	1	79	122	5
2	111.186.105.83	202.120.127.219	64647	53	1	1	76	125	5
2	111.186.105.83	202.120.127.220	64647	53	1	1	76	125	5
2	111.186.105.83	202.120.127.219	53336	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	53336	53	1	1	78	122	5
2	111.186.105.83	202.120.127.219	54038	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	54038	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	55702	53	1	1	75	125	5
2	111.186.105.83	202.120.127.219	56551	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	56551	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	59727	53	1	1	75	125	5
2	111.186.105.83	202.120.127.219	64942	53	1	1	78	122	5
2	111.186.105.83	202.120.127.220	64942	53	1	1	78	122	5
2	111.186.105.83	202.120.127.219	54271	53	1	1	75	124	5
2	111.186.105.83	202.120.127.220	54271	53	1	1	75	124	5
2	111.186.105.83	202.120.127.219	54710	53	1	1	75	124	5
2	111.186.105.83	202.120.127.220	54710	53	1	1	75	124	5
2	111.186.105.83	202.120.127.219	57421	53	1	1	72	127	5
2	111.186.105.83	202.120.127.220	57421	53	1	1	72	127	5
2	111.186.105.83	202.120.127.220	52745	53	1	1	78	120	5
2	111.186.105.83	202.120.127.220	62225	53	1	1	78	120	5
2	111.186.105.83	202.120.127.220	64973	53	1	1	78	120	5
2	111.186.105.83	202.120.127.220	65000	53	1	1	75	123	5
2	111.186.105.83	202.120.127.219	52516	53	1	1	74	123	5
2	111.186.105.83	202.120.127.220	52516	53	1	1	74	123	5
2	111.186.105.83	202.120.127.219	53044	53	1	1	72	125	5
2	111.186.105.83	202.120.127.219	62757	53	1	1	73	124	5
2	111.186.105.83	202.120.127.220	62757	53	1	1	73	124	5
2	111.186.105.83	202.120.127.219	64715	53	1	1	74	123	5
2	111.186.105.83	202.120.127.220	64715	53	1	1	74	123	5
2	111.186.105.83	202.120.127.220	64874	53	1	1	75	122	5
2	111.186.105.83	202.120.127.219	57059	53	1	1	76	120	5
2	111.186.105.83	202.120.127.219	57589	53	1	1	76	120	5
2	111.186.105.83	202.120.127.219	52337	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	52337	53	1	1	73	122	5
2	111.186.105.83	202.120.127.219	54233	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	54233	53	1	1	73	122	5
2	111.186.105.83	202.120.127.219	55279	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	56052	53	1	1	77	118	5
2	111.186.105.83	202.120.127.220	56453	53	1	1	77	118	5
2	111.186.105.83	202.120.127.219	57091	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	57091	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	57482	53	1	1	77	118	5
2	111.186.105.83	202.120.127.219	57785	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	57785	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	57814	53	1	1	72	123	5
2	111.186.105.83	202.120.127.220	58397	53	1	1	77	118	5
2	111.186.105.83	202.120.127.219	62767	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	62767	53	1	1	73	122	5
2	111.186.105.83	202.120.127.219	63003	53	1	1	73	122	5
2	111.186.105.83	202.120.127.220	63003	53	1	1	73	122	5
2	111.186.105.83	202.120.127.219	50129	53	1	1	75	119	5
2	111.186.105.83	202.120.127.220	50129	53	1	1	75	119	5
2	111.186.105.83	202.120.127.219	52531	53	1	1	75	119	5
2	111.186.105.83	202.120.127.220	52531	53	1	1	75	119	5
2	111.186.105.83	202.120.127.219	57776	53	1	1	74	120	5
2	111.186.105.83	202.120.127.219	49553	53	1	1	72	121	5
2	111.186.105.83	202.120.127.220	49553	53	1	1	72	121	5
2	111.186.105.83	202.120.127.219	53164	53	1	1	70	123	5
2	111.186.105.83	202.120.127.220	53164	53	1	1	70	123	5
2	111.186.105.83	202.120.127.219	55936	53	1	1	72	121	5
2	111.186.105.83	202.120.127.220	55936	53	1	1	72	121	5
2	111.186.105.83	202.120.127.219	56508	53	1	1	72	121	5
2	111.186.105.83	202.120.127.219	59856	53	1	1	72	121	5
2	111.186.105.83	202.120.127.220	59856	53	1	1	72	121	5
2	111.186.105.83	202.120.127.220	49957	53	1	1	69	123	5
2	111.186.105.83	202.120.127.219	58399	53	1	1	74	118	5
2	111.186.105.83	202.120.127.220	58957	53	1	1	69	123	5
2	111.186.105.83	202.120.127.220	50621	53	1	1	70	121	5
2	111.186.105.83	202.120.127.219	56339	53	1	1	70	121	5
2	111.186.105.83	202.120.127.220	56339	53	1	1	70	121	5
2	111.186.105.83	202.120.127.219	58001	53	1	1	71	120	5
2	111.186.105.83	202.120.127.220	58001	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	58461	53	1	1	71	120	5
2	111.186.105.83	202.120.127.220	58461	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	59176	53	1	1	71	120	5
2	111.186.105.83	202.120.127.220	59176	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	60683	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	61430	53	1	1	71	120	5
2	111.186.105.83	202.120.127.220	61430	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	62816	53	1	1	71	120	5
2	111.186.105.83	202.120.127.220	62816	53	1	1	71	120	5
2	111.186.105.83	202.120.127.219	49813	53	1	1	87	103	5
2	111.186.105.83	202.120.127.220	49813	53	1	1	87	103	5
2	111.186.105.83	202.120.127.220	51377	53	1	1	75	115	5
2	111.186.105.83	202.120.127.219	52434	53	1	1	75	115	5
2	111.186.105.83	202.120.127.220	52434	53	1	1	75	115	5
2	111.186.105.83	202.120.127.219	63588	53	1	1	87	103	5
2	111.186.105.83	202.120.127.220	63588	53	1	1	87	103	5
2	111.186.105.83	202.120.127.219	50125	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	50125	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	51752	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	51752	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	51950	53	1	1	75	114	5
2	111.186.105.83	202.120.127.219	52576	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	52576	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	54704	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	54704	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	55457	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	55457	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	56745	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	56745	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	57088	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	57088	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	57794	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	57794	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	57846	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	57846	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	59233	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	59233	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	59772	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	60387	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	60411	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	60411	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	61427	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	62674	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	62674	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	62806	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	62806	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	63524	53	1	1	75	114	5
2	111.186.105.83	202.120.127.220	64011	53	1	1	69	120	5
2	111.186.105.83	202.120.127.219	64082	53	1	1	70	119	5
2	111.186.105.83	202.120.127.220	64082	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	64483	53	1	1	70	119	5
2	111.186.105.83	202.120.127.219	50908	53	1	1	75	113	5
2	111.186.105.83	202.120.127.220	50908	53	1	1	75	113	5
2	111.186.105.83	202.120.127.219	51428	53	1	1	71	115	5
2	111.186.105.83	202.120.127.220	51428	53	1	1	71	115	5
2	111.186.105.83	202.120.127.219	57583	53	1	1	74	111	5
2	111.186.105.83	202.120.127.220	57583	53	1	1	74	111	5
2	111.186.105.83	202.120.127.219	59283	53	1	1	74	111	5
2	111.186.105.83	202.120.127.220	53008	53	1	1	75	107	5
2	111.186.105.83	202.120.127.219	60711	53	1	1	76	104	5
2	111.186.105.83	202.120.127.219	63397	53	1	1	82	98	5
2	111.186.105.83	202.120.127.220	63397	53	1	1	82	98	5
2	10.0.3.250	224.0.0.251	5353	5353	1	0	179	0	8
2	111.186.105.83	202.120.127.219	55429	53	1	1	81	97	5
2	111.186.105.83	202.120.127.219	62616	53	1	1	81	97	5
2	111.186.105.83	202.120.127.220	62616	53	1	1	81	97	5
2	111.186.105.83	202.120.127.220	59896	53	1	1	80	96	5
2	111.186.105.83	202.120.127.220	62247	53	1	1	80	96	5
2	111.186.105.83	202.120.127.219	52459	53	1	1	79	95	5
2	111.186.105.83	202.120.127.219	54947	53	1	1	87	87	5
2	111.186.105.83	202.120.127.220	54947	53	1	1	87	87	5
2	111.186.105.83	202.120.127.220	63957	53	1	1	79	95	5
2	111.186.105.83	202.120.127.220	65324	53	1	1	79	95	5
2	111.186.103.116	224.0.0.251	5353	5353	1	0	173	0	8
2	111.186.105.83	202.120.127.219	52276	53	1	1	78	94	5
2	111.186.105.83	202.120.127.220	52276	53	1	1	78	94	5
2	111.186.105.83	202.120.127.219	53765	53	1	1	78	94	5
2	111.186.105.83	202.120.127.220	61420	53	1	1	78	94	5
2	111.186.105.83	202.120.127.219	62394	53	1	1	78	94	5
2	111.186.105.83	202.120.127.220	62394	53	1	1	78	94	5
2	111.186.105.83	202.120.127.219	49853	53	1	1	77	93	5
2	111.186.105.83	202.120.127.220	49853	53	1	1	77	93	5
2	111.186.105.83	202.120.127.219	51252	53	1	1	77	93	5
2	111.186.105.83	202.120.127.220	51252	53	1	1	77	93	5
2	111.186.105.83	202.120.127.220	57928	53	1	1	77	93	5
2	111.186.105.83	202.120.127.219	58578	53	1	1	77	93	5
2	111.186.105.83	202.120.127.220	58578	53	1	1	77	93	5
2	111.186.105.83	202.120.127.219	59882	53	1	1	77	93	5
2	111.186.105.83	202.120.127.219	53776	53	1	1	76	92	5
2	111.186.105.83	202.120.127.220	53776	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	54023	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	57043	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	58289	53	1	1	76	92	5
2	111.186.105.83	202.120.127.220	58289	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	62728	53	1	1	76	92	5
2	111.186.105.83	202.120.127.220	62728	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	63581	53	1	1	76	92	5
2	111.186.105.83	202.120.127.220	63581	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	64020	53	1	1	76	92	5
2	111.186.105.83	202.120.127.220	64020	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	65334	53	1	1	76	92	5
2	111.186.105.83	202.120.127.219	49554	53	1	1	75	91	5
2	111.186.105.83	202.120.127.219	52321	53	1	1	75	91	5
2	111.186.105.83	202.120.127.220	55626	53	1	1	75	91	5
2	111.186.105.83	202.120.127.220	57987	53	1	1	75	91	5
2	111.186.105.83	202.120.127.219	60254	53	1	1	75	91	5
2	111.186.105.83	202.120.127.220	60254	53	1	1	75	91	5
2	111.186.105.83	202.120.127.220	49730	53	1	1	74	90	5
2	111.186.105.83	202.120.127.219	50394	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	50394	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	51571	53	1	1	74	90	5
2	111.186.105.83	202.120.127.219	52439	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	52439	53	1	1	74	90	5
2	111.186.105.83	202.120.127.219	58140	53	1	1	74	90	5
2	111.186.105.83	202.120.127.219	60582	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	60582	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	64656	53	1	1	74	90	5
2	111.186.105.83	202.120.127.220	65046	53	1	1	74	90	5
2	111.186.105.83	202.120.127.219	52608	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	54261	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	54628	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	54628	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	55278	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	55464	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	55991	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	56033	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	56033	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	56719	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	58508	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	60339	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	60339	53	1	1	73	89	5
2	111.186.105.83	202.120.127.219	61656	53	1	1	73	89	5
2	111.186.105.83	202.120.127.220	49699	53	1	1	72	88	5
2	111.186.105.83	202.120.127.219	51525	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	52265	53	1	1	72	88	5
2	111.186.105.83	202.120.127.219	56354	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	56354	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	56820	53	1	1	72	88	5
2	111.186.105.83	202.120.127.219	57955	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	57955	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	58089	53	1	1	72	88	5
2	111.186.105.83	202.120.127.219	61854	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	61854	53	1	1	72	88	5
2	111.186.105.83	202.120.127.220	62671	53	1	1	72	88	5
2	111.186.105.83	202.120.127.219	51938	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	51938	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	53935	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	54061	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	54061	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	55415	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	55415	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	55543	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	55543	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	57408	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	57408	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	60104	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	61135	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	61135	53	1	1	71	87	5
2	111.186.105.83	202.120.127.220	62840	53	1	1	71	87	5
2	111.186.105.83	202.120.127.219	50161	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	50161	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	54766	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	55348	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	55832	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	56190	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	56190	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	57750	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	57750	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	58111	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	59168	53	1	1	78	78	5
2	111.186.105.83	202.120.127.220	59168	53	1	1	78	78	5
2	111.186.105.83	202.120.127.220	59708	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	61250	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	61250	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	61339	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	62173	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	62441	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	62441	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	62793	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	62793	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	63519	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	63519	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	63926	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	63962	53	1	1	70	86	5
2	111.186.105.83	202.120.127.219	64012	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	64012	53	1	1	70	86	5
2	111.186.105.83	202.120.127.220	64171	53	1	1	70	86	5
2	10.0.64.51	224.0.0.251	5353	5353	1	0	154	0	8
2	111.186.105.83	202.120.127.220	53733	53	1	1	77	77	5
2	111.186.105.83	202.120.127.220	59175	53	1	1	69	85	5
2	111.186.105.83	202.120.127.219	60116	53	1	1	77	77	5
2	111.186.105.83	202.120.127.219	63744	53	1	1	77	77	5
2	111.186.105.83	202.120.127.220	63744	53	1	1	77	77	5
2	111.186.105.83	202.120.127.219	49852	53	1	1	76	76	5
2	111.186.105.83	202.120.127.220	49852	53	1	1	76	76	5
2	111.186.105.83	202.120.127.220	59146	53	2	0	152	0	5
2	111.186.105.83	202.120.127.220	59377	53	2	0	151	0	5
2	111.186.103.88	224.0.0.252	49578	5355	2	0	150	0	154
2	111.186.103.88	224.0.0.252	55967	5355	2	0	150	0	154
2	111.186.103.88	224.0.0.252	57210	5355	2	0	150	0	154
2	111.186.103.88	224.0.0.252	62656	5355	2	0	150	0	154
2	111.186.103.102	224.0.0.252	49153	5355	2	0	150	0	154
2	111.186.103.102	224.0.0.252	56114	5355	2	0	150	0	154
2	111.186.103.102	224.0.0.252	63642	5355	2	0	150	0	154
2	111.186.103.124	224.0.0.252	62813	5355	2	0	150	0	154
2	111.186.105.83	202.120.127.219	49293	53	1	1	75	75	5
2	111.186.105.83	202.120.127.219	50133	53	1	1	75	75	5
2	111.186.105.83	202.120.127.220	50133	53	1	1	75	75	5
2	111.186.105.83	202.120.127.219	54084	53	1	1	75	75	5
2	111.186.105.83	202.120.127.220	54084	53	1	1	75	75	5
2	111.186.105.83	202.120.127.219	59131	53	1	1	75	75	5
2	111.186.105.83	202.120.127.220	59131	53	1	1	75	75	5
2	111.186.103.124	224.0.0.252	51542	5355	2	0	148	0	154
2	111.186.103.124	224.0.0.252	55650	5355	2	0	148	0	154
2	111.186.103.124	224.0.0.252	60226	5355	2	0	148	0	154
2	111.186.103.124	224.0.0.252	49646	5355	2	0	146	0	154
2	111.186.103.124	224.0.0.252	63320	5355	2	0	146	0	154
2	111.186.105.83	202.120.127.220	56719	53	2	0	146	0	5
2	111.186.105.83	202.120.127.219	63426	53	1	1	73	73	5
2	111.186.105.83	202.120.127.220	63426	53	1	1	73	73	5
2	111.186.123.113	224.0.0.252	51487	5355	2	0	138	0	154
2	111.186.123.113	224.0.0.252	56748	5355	2	0	138	0	87
2	111.186.123.113	224.0.0.252	59397	5355	2	0	138	0	154
2	111.186.123.113	224.0.0.252	60047	5355	2	0	138	0	154
2	111.186.103.124	224.0.0.252	50436	5355	2	0	136	0	154
2	111.186.103.124	224.0.0.252	59537	5355	2	0	136	0	154
2	111.186.103.124	224.0.0.252	56526	5355	2	0	134	0	154
2	111.186.105.250	224.0.0.252	51757	5355	2	0	134	0	154
2	111.186.105.250	224.0.0.252	55342	5355	2	0	134	0	154
2	111.186.105.250	224.0.0.252	65176	5355	2	0	134	0	154
2	111.186.123.113	224.0.0.252	49576	5355	2	0	134	0	154
2	111.186.123.113	224.0.0.252	51386	5355	2	0	134	0	154
2	111.186.123.113	224.0.0.252	54342	5355	2	0	134	0	154
2	111.186.123.113	224.0.0.252	58312	5355	2	0	134	0	154
2	111.186.103.124	224.0.0.252	49774	5355	2	0	132	0	154
2	111.186.103.124	224.0.0.252	51135	5355	2	0	132	0	154
2	111.186.103.124	224.0.0.252	57815	5355	2	0	132	0	154
2	111.186.103.124	224.0.0.252	58087	5355	2	0	132	0	154
2	111.186.103.124	224.0.0.252	58947	5355	2	0	132	0	154
2	10.0.3.240	224.0.0.251	5353	5353	1	0	131	0	8
2	10.0.3.241	224.0.0.251	5353	5353	1	0	131	0	8
2	111.186.105.25	224.0.0.252	59337	5355	2	0	128	0	154
2	111.186.105.25	224.0.0.252	64382	5355	2	0	128	0	154
2	111.186.105.83	224.0.0.252	57719	5355	2	0	128	0	154
2	111.186.105.83	224.0.0.252	63555	5355	2	0	128	0	154
2	111.186.123.17	224.0.0.252	55195	5355	2	0	128	0	154
2	111.186.105.250	224.0.0.252	55457	5355	2	0	122	0	154
2	111.186.105.251	224.0.0.252	54934	5355	2	0	122	0	154
2	111.186.105.251	224.0.0.252	56746	5355	2	0	122	0	154
2	111.186.105.251	224.0.0.252	60707	5355	2	0	122	0	154
2	111.186.105.251	224.0.0.252	63109	5355	2	0	122	0	154
2	10.0.3.240	10.0.3.255	137	137	1	0	92	0	10
2	74.82.47.26	111.186.105.83	47882	53	1	0	84	0	5
2	111.186.123.177	224.0.0.253	64938	3544	1	0	82	0	214
2	111.186.105.83	202.120.127.220	55429	53	1	0	81	0	5
2	111.186.105.83	202.120.127.220	56828	53	1	0	81	0	5
2	111.186.105.83	202.120.127.220	64108	53	1	0	81	0	5
2	111.186.105.83	202.120.127.220	49581	53	1	0	80	0	5
2	111.186.105.83	202.120.127.220	54153	53	1	0	80	0	5
2	111.186.105.83	202.120.127.220	55228	53	1	0	80	0	5
2	111.186.105.83	202.120.127.220	60217	53	1	0	80	0	5
2	111.186.105.83	202.120.127.220	52459	53	1	0	79	0	5
2	111.186.105.83	202.120.127.220	65117	53	1	0	79	0	5
2	111.186.105.83	202.120.127.220	65207	53	1	0	79	0	5
2	111.186.105.83	202.120.127.220	50454	53	1	0	78	0	5
2	111.186.105.83	202.120.127.220	51335	53	1	0	78	0	5
2	111.186.105.83	202.120.127.220	53765	53	1	0	78	0	5
2	111.186.105.83	202.120.127.220	56947	53	1	0	78	0	5
2	111.186.105.83	202.120.127.220	63604	53	1	0	78	0	5
2	111.186.105.83	202.120.127.220	59882	53	1	0	77	0	5
2	111.186.105.83	202.120.127.220	59999	53	1	0	77	0	5
2	111.186.105.83	202.120.127.220	60116	53	1	0	77	0	5
2	111.186.105.83	202.120.127.220	65484	53	1	0	77	0	5
2	111.186.105.83	202.120.127.220	52013	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	54023	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	55088	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	57043	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	57059	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	57589	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	60711	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	62590	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	63685	53	1	0	76	0	5
2	111.186.105.83	202.120.127.220	65158	53	1	0	76	0	5
